Time,Date,Day,Hum,Temp,Temp_feels,WE-mv,AUX-mv,LASER-V,NaN
16:44:52,12/7/2024,FRI,45.70,36.30,41.99,212.63,239.00,0.032,-0.06343
16:44:53,12/7/2024,FRI,45.70,36.30,41.99,212.55,238.98,0.032,-0.06373
16:44:53,12/7/2024,FRI,45.70,36.30,41.99,212.68,239.03,0.032,-0.06320
16:44:53,12/7/2024,FRI,45.70,36.30,41.99,212.72,239.01,0.032,-0.06302
16:44:53,12/7/2024,FRI,45.70,36.30,41.99,212.86,239.16,0.032,-0.06255
16:44:54,12/7/2024,FRI,45.70,36.30,41.99,212.80,239.15,0.032,-0.06281
16:44:54,12/7/2024,FRI,45.70,36.30,41.99,212.76,239.11,0.032,-0.06295
16:44:54,12/7/2024,FRI,45.70,36.30,41.99,212.77,239.09,0.032,-0.06288
16:44:54,12/7/2024,FRI,45.70,36.30,41.99,212.69,239.06,0.032,-0.06320
16:44:55,12/7/2024,FRI,45.70,36.30,41.99,212.75,239.04,0.032,-0.06293
16:44:55,12/7/2024,FRI,45.70,36.30,41.99,212.82,239.06,0.032,-0.06261
16:44:55,12/7/2024,FRI,45.70,36.30,41.99,212.92,239.08,0.032,-0.06220
16:44:55,12/7/2024,FRI,45.70,36.30,41.99,212.89,239.10,0.032,-0.06236
16:44:56,12/7/2024,FRI,45.70,36.30,41.99,213.03,239.14,0.032,-0.06176
16:44:56,12/7/2024,FRI,45.70,36.30,41.99,212.90,238.97,0.032,-0.06218
16:44:56,12/7/2024,FRI,45.70,36.30,41.99,213.09,238.90,0.032,-0.06124
16:44:56,12/7/2024,FRI,45.70,36.30,41.99,213.03,238.79,0.032,-0.06141
16:44:57,12/7/2024,FRI,45.70,36.30,41.99,213.01,238.77,0.032,-0.06149
16:44:57,12/7/2024,FRI,45.70,36.30,41.99,213.14,238.85,0.032,-0.06095
16:44:57,12/7/2024,FRI,45.70,36.30,41.99,213.23,238.91,0.032,-0.06061
16:44:57,12/7/2024,FRI,45.70,36.30,41.99,213.24,238.84,0.032,-0.06052
16:44:58,12/7/2024,FRI,45.70,36.30,41.99,213.23,238.85,0.032,-0.06058
16:44:58,12/7/2024,FRI,45.60,36.30,41.95,213.23,238.80,0.032,-0.06051
16:44:58,12/7/2024,FRI,45.60,36.30,41.95,213.16,238.86,0.032,-0.06090
16:44:58,12/7/2024,FRI,45.60,36.30,41.95,213.22,238.85,0.032,-0.06061
16:44:59,12/7/2024,FRI,45.60,36.30,41.95,213.07,238.86,0.032,-0.06126
16:44:59,12/7/2024,FRI,45.60,36.30,41.95,213.10,238.94,0.032,-0.06125
16:44:59,12/7/2024,FRI,45.60,36.30,41.95,213.00,238.85,0.032,-0.06158
16:44:59,12/7/2024,FRI,45.60,36.30,41.95,212.95,238.80,0.032,-0.06176
16:45:0,12/7/2024,FRI,45.60,36.30,41.95,212.83,238.76,0.032,-0.06224
16:45:0,12/7/2024,FRI,45.70,36.30,41.99,212.92,238.93,0.032,-0.06202
16:45:0,12/7/2024,FRI,45.70,36.30,41.99,213.05,238.97,0.032,-0.06149
16:45:0,12/7/2024,FRI,45.70,36.30,41.99,212.99,239.03,0.032,-0.06182
16:45:1,12/7/2024,FRI,45.70,36.30,41.99,213.02,239.13,0.032,-0.06180
16:45:1,12/7/2024,FRI,45.70,36.30,41.99,212.88,239.13,0.032,-0.06241
16:45:1,12/7/2024,FRI,45.70,36.30,41.99,212.98,239.26,0.032,-0.06211
16:45:1,12/7/2024,FRI,45.70,36.30,41.99,213.07,239.27,0.032,-0.06170
16:45:2,12/7/2024,FRI,45.70,36.30,41.99,213.09,239.25,0.032,-0.06158
16:45:2,12/7/2024,FRI,45.60,36.30,41.95,213.08,239.30,0.032,-0.06170
16:45:2,12/7/2024,FRI,45.60,36.30,41.95,213.05,239.25,0.032,-0.06176
16:45:2,12/7/2024,FRI,45.60,36.30,41.95,213.00,239.14,0.032,-0.06191
16:45:3,12/7/2024,FRI,45.60,36.30,41.95,212.90,239.11,0.032,-0.06233
16:45:3,12/7/2024,FRI,45.60,36.30,41.95,212.91,239.11,0.032,-0.06226
16:45:3,12/7/2024,FRI,45.60,36.30,41.95,212.82,238.98,0.032,-0.06256
16:45:3,12/7/2024,FRI,45.60,36.30,41.95,212.90,239.11,0.032,-0.06229
16:45:4,12/7/2024,FRI,45.60,36.30,41.95,212.97,239.08,0.032,-0.06199
16:45:4,12/7/2024,FRI,45.60,36.30,41.95,213.02,239.09,0.032,-0.06173
16:45:4,12/7/2024,FRI,45.60,36.30,41.95,213.12,239.21,0.032,-0.06144
16:45:4,12/7/2024,FRI,45.60,36.30,41.95,213.23,239.23,0.032,-0.06097
16:45:5,12/7/2024,FRI,45.60,36.30,41.95,213.27,239.28,0.032,-0.06080
16:45:5,12/7/2024,FRI,45.60,36.30,41.95,213.35,239.38,0.032,-0.06059
16:45:5,12/7/2024,FRI,45.60,36.30,41.95,213.24,239.25,0.032,-0.06092
16:45:5,12/7/2024,FRI,45.60,36.30,41.95,213.22,239.18,0.032,-0.06095
16:45:6,12/7/2024,FRI,45.60,36.30,41.95,213.20,239.13,0.032,-0.06097
16:45:6,12/7/2024,FRI,45.60,36.30,41.95,213.33,239.18,0.032,-0.06045
16:45:6,12/7/2024,FRI,45.60,36.30,41.95,213.25,239.12,0.032,-0.06073
16:45:6,12/7/2024,FRI,45.60,36.30,41.95,213.20,239.12,0.032,-0.06099
16:45:7,12/7/2024,FRI,45.60,36.30,41.95,213.20,239.06,0.032,-0.06091
16:45:7,12/7/2024,FRI,45.60,36.30,41.95,213.18,239.04,0.032,-0.06099
16:45:7,12/7/2024,FRI,45.60,36.30,41.95,213.11,238.99,0.032,-0.06125
16:45:7,12/7/2024,FRI,45.60,36.30,41.95,213.06,238.91,0.032,-0.06138
16:45:8,12/7/2024,FRI,45.60,36.30,41.95,213.17,239.05,0.032,-0.06103
16:45:8,12/7/2024,FRI,45.60,36.30,41.95,213.28,239.17,0.032,-0.06066
16:45:8,12/7/2024,FRI,45.60,36.30,41.95,213.38,239.23,0.032,-0.06029
16:45:8,12/7/2024,FRI,45.60,36.30,41.95,213.27,239.14,0.032,-0.06070
16:45:9,12/7/2024,FRI,45.60,36.30,41.95,213.28,239.19,0.032,-0.06067
16:45:9,12/7/2024,FRI,45.60,36.30,41.95,213.31,239.18,0.032,-0.06054
16:45:9,12/7/2024,FRI,45.60,36.30,41.95,213.18,239.14,0.032,-0.06108
16:45:9,12/7/2024,FRI,45.60,36.30,41.95,213.32,239.20,0.032,-0.06052
16:45:10,12/7/2024,FRI,45.60,36.30,41.95,213.43,239.25,0.032,-0.06009
16:45:10,12/7/2024,FRI,45.80,36.30,42.04,213.35,239.20,0.032,-0.06041
16:45:10,12/7/2024,FRI,45.80,36.30,42.04,213.29,239.12,0.032,-0.06055
16:45:10,12/7/2024,FRI,45.80,36.30,42.04,213.33,239.11,0.032,-0.06039
16:45:11,12/7/2024,FRI,45.80,36.30,42.04,213.30,239.07,0.032,-0.06048
16:45:11,12/7/2024,FRI,45.80,36.30,42.04,213.34,239.02,0.032,-0.06023
16:45:11,12/7/2024,FRI,45.80,36.30,42.04,213.27,238.97,0.032,-0.06051
16:45:11,12/7/2024,FRI,45.80,36.30,42.04,213.15,239.00,0.032,-0.06108
16:45:12,12/7/2024,FRI,45.80,36.30,42.04,213.18,239.00,0.032,-0.06093
16:45:12,12/7/2024,FRI,45.90,36.30,42.08,213.12,239.03,0.032,-0.06123
16:45:12,12/7/2024,FRI,45.90,36.30,42.08,213.09,238.99,0.032,-0.06132
16:45:12,12/7/2024,FRI,45.90,36.30,42.08,213.10,239.03,0.032,-0.06134
16:45:13,12/7/2024,FRI,45.90,36.30,42.08,213.07,239.11,0.032,-0.06153
16:45:13,12/7/2024,FRI,45.90,36.30,42.08,213.06,239.19,0.032,-0.06165
16:45:13,12/7/2024,FRI,45.90,36.30,42.08,212.86,239.26,0.032,-0.06263
16:45:13,12/7/2024,FRI,45.90,36.30,42.08,212.85,239.35,0.032,-0.06280
16:45:14,12/7/2024,FRI,45.90,36.30,42.08,212.86,239.29,0.032,-0.06270
16:45:14,12/7/2024,FRI,45.90,36.30,42.08,212.95,239.28,0.032,-0.06226
16:45:14,12/7/2024,FRI,45.90,36.30,42.08,212.93,239.30,0.032,-0.06239
16:45:14,12/7/2024,FRI,45.90,36.30,42.08,212.81,239.24,0.032,-0.06283
16:45:15,12/7/2024,FRI,45.90,36.30,42.08,212.74,239.15,0.032,-0.06307
16:45:15,12/7/2024,FRI,45.90,36.30,42.08,212.86,239.25,0.032,-0.06263
16:45:15,12/7/2024,FRI,45.90,36.30,42.08,212.89,239.14,0.032,-0.06239
16:45:15,12/7/2024,FRI,45.90,36.30,42.08,213.00,239.14,0.032,-0.06190
16:45:16,12/7/2024,FRI,45.90,36.30,42.08,213.11,239.05,0.032,-0.06130
16:45:16,12/7/2024,FRI,45.90,36.30,42.08,212.98,238.92,0.032,-0.06176
16:45:16,12/7/2024,FRI,45.90,36.30,42.08,212.91,238.92,0.032,-0.06206
16:45:16,12/7/2024,FRI,45.90,36.30,42.08,212.82,238.87,0.032,-0.06243
16:45:17,12/7/2024,FRI,45.90,36.30,42.08,212.86,238.99,0.032,-0.06237
16:45:17,12/7/2024,FRI,45.90,36.30,42.08,212.75,238.86,0.032,-0.06271
16:45:17,12/7/2024,FRI,45.90,36.30,42.08,212.82,239.00,0.032,-0.06254
16:45:17,12/7/2024,FRI,45.90,36.30,42.08,212.89,239.02,0.032,-0.06227
16:45:18,12/7/2024,FRI,45.90,36.30,42.08,212.88,239.05,0.032,-0.06234
16:45:18,12/7/2024,FRI,45.70,36.30,41.99,212.75,238.99,0.032,-0.06286
16:45:18,12/7/2024,FRI,45.70,36.30,41.99,212.73,238.99,0.032,-0.06293
16:45:18,12/7/2024,FRI,45.70,36.30,41.99,213.05,239.18,0.032,-0.06169
16:45:19,12/7/2024,FRI,45.70,36.30,41.99,213.11,239.20,0.032,-0.06147
16:45:19,12/7/2024,FRI,45.70,36.30,41.99,213.12,239.18,0.032,-0.06139
16:45:19,12/7/2024,FRI,45.70,36.30,41.99,213.10,239.08,0.032,-0.06138
16:45:19,12/7/2024,FRI,45.70,36.30,41.99,213.09,239.19,0.032,-0.06153
16:45:20,12/7/2024,FRI,45.70,36.30,41.99,213.15,239.13,0.032,-0.06122
16:45:20,12/7/2024,FRI,45.50,36.30,41.91,212.98,238.98,0.032,-0.06181
16:45:20,12/7/2024,FRI,45.50,36.30,41.91,213.01,238.99,0.032,-0.06171
16:45:20,12/7/2024,FRI,45.50,36.30,41.91,212.90,238.95,0.032,-0.06213
16:45:21,12/7/2024,FRI,45.50,36.30,41.91,213.03,239.04,0.032,-0.06163
16:45:21,12/7/2024,FRI,45.50,36.30,41.91,212.86,238.93,0.032,-0.06229
16:45:21,12/7/2024,FRI,45.50,36.30,41.91,212.85,238.99,0.032,-0.06243
16:45:21,12/7/2024,FRI,45.50,36.30,41.91,212.92,239.06,0.032,-0.06216
16:45:22,12/7/2024,FRI,45.50,36.30,41.91,212.90,239.05,0.032,-0.06224
16:45:22,12/7/2024,FRI,45.50,36.30,41.91,212.93,238.97,0.032,-0.06205
16:45:22,12/7/2024,FRI,45.50,36.30,41.91,212.73,238.95,0.032,-0.06292
16:45:22,12/7/2024,FRI,45.50,36.30,41.91,212.71,238.93,0.032,-0.06299
16:45:23,12/7/2024,FRI,45.50,36.30,41.91,212.60,238.97,0.032,-0.06350
16:45:23,12/7/2024,FRI,45.50,36.30,41.91,212.62,238.98,0.032,-0.06341
16:45:23,12/7/2024,FRI,45.50,36.30,41.91,212.52,239.04,0.032,-0.06394
16:45:23,12/7/2024,FRI,45.50,36.30,41.91,212.40,238.99,0.032,-0.06443
16:45:24,12/7/2024,FRI,45.50,36.30,41.91,212.46,238.95,0.032,-0.06413
16:45:24,12/7/2024,FRI,45.50,36.30,41.91,212.41,238.93,0.032,-0.06433
16:45:24,12/7/2024,FRI,45.50,36.30,41.91,212.32,238.88,0.032,-0.06466
16:45:24,12/7/2024,FRI,45.50,36.30,41.91,212.41,238.97,0.032,-0.06436
16:45:25,12/7/2024,FRI,45.50,36.30,41.91,212.63,239.01,0.032,-0.06341
16:45:25,12/7/2024,FRI,45.50,36.30,41.91,212.52,238.98,0.032,-0.06390
16:45:25,12/7/2024,FRI,45.50,36.30,41.91,212.61,238.96,0.032,-0.06347
16:45:25,12/7/2024,FRI,45.50,36.30,41.91,212.63,238.94,0.032,-0.06336
16:45:26,12/7/2024,FRI,45.50,36.30,41.91,212.63,238.80,0.032,-0.06318
16:45:26,12/7/2024,FRI,45.50,36.30,41.91,212.82,238.90,0.032,-0.06247
16:45:26,12/7/2024,FRI,45.50,36.30,41.91,212.79,238.93,0.032,-0.06261
16:45:26,12/7/2024,FRI,45.50,36.30,41.91,212.76,238.92,0.032,-0.06274
16:45:27,12/7/2024,FRI,45.50,36.30,41.91,212.83,238.97,0.032,-0.06248
16:45:27,12/7/2024,FRI,45.50,36.30,41.91,212.83,238.89,0.032,-0.06241
16:45:27,12/7/2024,FRI,45.50,36.30,41.91,212.65,238.87,0.032,-0.06320
16:45:27,12/7/2024,FRI,45.50,36.30,41.91,212.77,238.95,0.032,-0.06270
16:45:28,12/7/2024,FRI,45.50,36.30,41.91,212.74,238.89,0.032,-0.06280
16:45:28,12/7/2024,FRI,45.50,36.30,41.91,212.75,238.82,0.032,-0.06269
16:45:28,12/7/2024,FRI,45.50,36.30,41.91,212.85,238.85,0.032,-0.06225
16:45:28,12/7/2024,FRI,45.50,36.30,41.91,212.80,238.82,0.032,-0.06244
16:45:29,12/7/2024,FRI,45.50,36.30,41.91,212.70,238.74,0.032,-0.06282
16:45:29,12/7/2024,FRI,45.50,36.30,41.91,212.68,238.77,0.032,-0.06297
16:45:29,12/7/2024,FRI,45.50,36.30,41.91,212.65,238.66,0.032,-0.06298
16:45:29,12/7/2024,FRI,45.50,36.30,41.91,212.69,238.75,0.032,-0.06288
16:45:30,12/7/2024,FRI,45.50,36.30,41.91,212.74,238.78,0.032,-0.06268
16:45:30,12/7/2024,FRI,45.50,36.30,41.91,212.71,238.74,0.032,-0.06279
16:45:30,12/7/2024,FRI,45.50,36.30,41.91,212.65,238.73,0.032,-0.06305
16:45:30,12/7/2024,FRI,45.50,36.30,41.91,212.68,238.83,0.032,-0.06303
16:45:31,12/7/2024,FRI,45.50,36.30,41.91,212.47,238.79,0.032,-0.06393
16:45:31,12/7/2024,FRI,45.50,36.30,41.91,212.44,238.77,0.032,-0.06400
16:45:31,12/7/2024,FRI,45.50,36.30,41.91,212.68,238.97,0.032,-0.06314
16:45:31,12/7/2024,FRI,45.50,36.30,41.91,212.76,238.92,0.032,-0.06276
16:45:32,12/7/2024,FRI,45.50,36.30,41.91,212.92,239.10,0.032,-0.06223
16:45:32,12/7/2024,FRI,45.50,36.30,41.91,212.93,238.96,0.032,-0.06200
16:45:32,12/7/2024,FRI,45.50,36.30,41.91,213.10,239.12,0.032,-0.06142
16:45:32,12/7/2024,FRI,45.50,36.30,41.91,213.14,239.20,0.032,-0.06132
16:45:33,12/7/2024,FRI,45.50,36.30,41.91,213.25,239.35,0.032,-0.06097
16:45:33,12/7/2024,FRI,45.50,36.30,41.91,213.32,239.38,0.032,-0.06068
16:45:33,12/7/2024,FRI,45.50,36.30,41.91,213.45,239.49,0.032,-0.06022
16:45:33,12/7/2024,FRI,45.50,36.30,41.91,213.39,239.40,0.032,-0.06040
16:45:34,12/7/2024,FRI,45.50,36.30,41.91,213.37,239.34,0.032,-0.06045
16:45:34,12/7/2024,FRI,45.50,36.30,41.91,213.40,239.38,0.032,-0.06033
16:45:34,12/7/2024,FRI,45.50,36.30,41.91,213.28,239.34,0.032,-0.06083
16:45:34,12/7/2024,FRI,45.50,36.30,41.91,213.24,239.37,0.032,-0.06105
16:45:35,12/7/2024,FRI,45.50,36.30,41.91,213.14,239.25,0.032,-0.06136
16:45:35,12/7/2024,FRI,45.50,36.30,41.91,213.19,239.14,0.032,-0.06105
16:45:35,12/7/2024,FRI,45.50,36.30,41.91,213.19,239.12,0.032,-0.06100
16:45:35,12/7/2024,FRI,45.50,36.30,41.91,213.02,239.01,0.032,-0.06165
16:45:36,12/7/2024,FRI,45.50,36.30,41.91,212.93,238.88,0.032,-0.06195
16:45:36,12/7/2024,FRI,45.50,36.30,41.91,212.95,238.92,0.032,-0.06190
16:45:36,12/7/2024,FRI,45.50,36.30,41.91,212.91,238.98,0.032,-0.06213
16:45:36,12/7/2024,FRI,45.50,36.30,41.91,212.80,239.00,0.032,-0.06264
16:45:37,12/7/2024,FRI,45.50,36.30,41.91,212.85,239.00,0.032,-0.06241
16:45:37,12/7/2024,FRI,45.50,36.30,41.91,212.67,239.01,0.032,-0.06325
16:45:37,12/7/2024,FRI,45.50,36.30,41.91,212.66,239.03,0.032,-0.06331
16:45:37,12/7/2024,FRI,45.50,36.30,41.91,212.61,239.07,0.032,-0.06355
16:45:38,12/7/2024,FRI,45.50,36.30,41.91,212.53,238.96,0.032,-0.06381
16:45:38,12/7/2024,FRI,45.40,36.40,42.10,212.54,238.99,0.032,-0.06382
16:45:38,12/7/2024,FRI,45.40,36.40,42.10,212.56,238.99,0.032,-0.06370
16:45:38,12/7/2024,FRI,45.40,36.40,42.10,212.50,239.01,0.032,-0.06401
16:45:39,12/7/2024,FRI,45.40,36.40,42.10,212.45,238.97,0.032,-0.06416
16:45:39,12/7/2024,FRI,45.40,36.40,42.10,212.44,239.02,0.032,-0.06427
16:45:39,12/7/2024,FRI,45.40,36.40,42.10,212.40,238.99,0.032,-0.06440
16:45:39,12/7/2024,FRI,45.40,36.40,42.10,212.46,238.99,0.032,-0.06417
16:45:40,12/7/2024,FRI,45.40,36.40,42.10,212.31,238.84,0.032,-0.06469
16:45:40,12/7/2024,FRI,45.40,36.30,41.87,212.30,238.86,0.032,-0.06473
16:45:40,12/7/2024,FRI,45.40,36.30,41.87,212.39,238.93,0.032,-0.06440
16:45:40,12/7/2024,FRI,45.40,36.30,41.87,212.46,238.88,0.032,-0.06404
16:45:41,12/7/2024,FRI,45.40,36.30,41.87,212.58,239.04,0.032,-0.06368
16:45:41,12/7/2024,FRI,45.40,36.30,41.87,212.59,238.92,0.032,-0.06352
16:45:41,12/7/2024,FRI,45.40,36.30,41.87,212.48,238.82,0.032,-0.06391
16:45:41,12/7/2024,FRI,45.40,36.30,41.87,212.54,238.73,0.032,-0.06355
16:45:42,12/7/2024,FRI,45.40,36.30,41.87,212.56,238.71,0.032,-0.06343
16:45:42,12/7/2024,FRI,45.40,36.30,41.87,212.53,238.67,0.032,-0.06350
16:45:42,12/7/2024,FRI,45.40,36.30,41.87,212.60,238.75,0.032,-0.06328
16:45:42,12/7/2024,FRI,45.40,36.30,41.87,212.50,238.73,0.032,-0.06369
16:45:43,12/7/2024,FRI,45.40,36.30,41.87,212.56,238.74,0.032,-0.06347
16:45:43,12/7/2024,FRI,45.40,36.30,41.87,212.47,238.84,0.032,-0.06398
16:45:43,12/7/2024,FRI,45.40,36.30,41.87,212.41,238.68,0.032,-0.06405
16:45:43,12/7/2024,FRI,45.40,36.30,41.87,212.47,238.71,0.032,-0.06381
16:45:44,12/7/2024,FRI,45.40,36.30,41.87,212.48,238.59,0.032,-0.06368
16:45:44,12/7/2024,FRI,45.40,36.40,42.10,212.43,238.56,0.032,-0.06384
16:45:44,12/7/2024,FRI,45.40,36.40,42.10,212.36,238.59,0.032,-0.06419
16:45:44,12/7/2024,FRI,45.40,36.40,42.10,212.41,238.62,0.032,-0.06401
16:45:45,12/7/2024,FRI,45.40,36.40,42.10,212.45,238.59,0.032,-0.06377
16:45:45,12/7/2024,FRI,45.40,36.40,42.10,212.58,238.61,0.032,-0.06322
16:45:45,12/7/2024,FRI,45.40,36.40,42.10,212.42,238.51,0.032,-0.06385
16:45:45,12/7/2024,FRI,45.40,36.40,42.10,212.48,238.37,0.032,-0.06345
16:45:46,12/7/2024,FRI,45.40,36.40,42.10,212.59,238.48,0.032,-0.06304
16:45:46,12/7/2024,FRI,45.60,36.40,42.19,212.53,238.59,0.032,-0.06344
16:45:46,12/7/2024,FRI,45.60,36.40,42.19,212.50,238.65,0.032,-0.06365
16:45:46,12/7/2024,FRI,45.60,36.40,42.19,212.45,238.58,0.032,-0.06377
16:45:47,12/7/2024,FRI,45.60,36.40,42.19,212.52,238.54,0.032,-0.06343
16:45:47,12/7/2024,FRI,45.60,36.40,42.19,212.48,238.46,0.032,-0.06354
16:45:47,12/7/2024,FRI,45.60,36.40,42.19,212.55,238.59,0.032,-0.06335
16:45:47,12/7/2024,FRI,45.60,36.40,42.19,212.47,238.59,0.032,-0.06369
16:45:48,12/7/2024,FRI,45.60,36.40,42.19,212.52,238.68,0.032,-0.06357
16:45:48,12/7/2024,FRI,45.60,36.40,42.19,212.46,238.66,0.032,-0.06383
16:45:48,12/7/2024,FRI,45.60,36.40,42.19,212.35,238.61,0.032,-0.06426
16:45:48,12/7/2024,FRI,45.60,36.40,42.19,212.41,238.55,0.032,-0.06393
16:45:49,12/7/2024,FRI,45.60,36.40,42.19,212.49,238.48,0.032,-0.06349
16:45:49,12/7/2024,FRI,45.60,36.40,42.19,212.50,238.63,0.032,-0.06363
16:45:49,12/7/2024,FRI,45.60,36.40,42.19,212.40,238.72,0.032,-0.06415
16:45:49,12/7/2024,FRI,45.60,36.40,42.19,212.41,238.75,0.032,-0.06413
16:45:50,12/7/2024,FRI,45.60,36.40,42.19,212.35,238.67,0.032,-0.06433
16:45:50,12/7/2024,FRI,45.50,36.30,41.91,212.27,238.66,0.032,-0.06466
16:45:50,12/7/2024,FRI,45.50,36.30,41.91,212.18,238.59,0.032,-0.06498
16:45:50,12/7/2024,FRI,45.50,36.30,41.91,212.21,238.67,0.032,-0.06497
16:45:51,12/7/2024,FRI,45.50,36.30,41.91,212.18,238.67,0.032,-0.06507
16:45:51,12/7/2024,FRI,45.50,36.30,41.91,212.01,238.60,0.032,-0.06579
16:45:51,12/7/2024,FRI,45.50,36.30,41.91,211.95,238.71,0.032,-0.06618
16:45:51,12/7/2024,FRI,45.50,36.30,41.91,212.04,238.69,0.032,-0.06572
16:45:52,12/7/2024,FRI,45.50,36.30,41.91,212.20,238.75,0.032,-0.06508
16:45:52,12/7/2024,FRI,45.50,36.30,41.91,212.25,238.70,0.032,-0.06481
16:45:52,12/7/2024,FRI,45.50,36.30,41.91,212.24,238.70,0.032,-0.06483
16:45:52,12/7/2024,FRI,45.50,36.30,41.91,212.35,238.74,0.032,-0.06442
16:45:53,12/7/2024,FRI,45.50,36.30,41.91,212.48,238.84,0.032,-0.06390
16:45:53,12/7/2024,FRI,45.50,36.30,41.91,212.59,238.93,0.032,-0.06354
16:45:53,12/7/2024,FRI,45.50,36.30,41.91,212.59,238.95,0.032,-0.06352
16:45:53,12/7/2024,FRI,45.50,36.30,41.91,212.68,239.00,0.032,-0.06317
16:45:54,12/7/2024,FRI,45.50,36.30,41.91,212.88,239.07,0.032,-0.06238
16:45:54,12/7/2024,FRI,45.40,36.30,41.87,212.96,239.07,0.032,-0.06202
16:45:54,12/7/2024,FRI,45.40,36.30,41.87,212.95,239.11,0.032,-0.06210
16:45:54,12/7/2024,FRI,45.40,36.30,41.87,212.97,239.25,0.032,-0.06214
16:45:55,12/7/2024,FRI,45.40,36.30,41.87,212.86,239.22,0.032,-0.06260
16:45:55,12/7/2024,FRI,45.40,36.30,41.87,212.77,239.18,0.032,-0.06295
16:45:55,12/7/2024,FRI,45.40,36.30,41.87,212.69,239.07,0.032,-0.06319
16:45:55,12/7/2024,FRI,45.40,36.30,41.87,212.69,239.14,0.032,-0.06329
16:45:56,12/7/2024,FRI,45.40,36.30,41.87,212.56,239.04,0.032,-0.06375
16:45:56,12/7/2024,FRI,45.60,36.30,41.95,212.65,239.09,0.032,-0.06343
16:45:56,12/7/2024,FRI,45.60,36.30,41.95,212.47,239.08,0.032,-0.06421
16:45:56,12/7/2024,FRI,45.60,36.30,41.95,212.31,239.04,0.032,-0.06487
16:45:57,12/7/2024,FRI,45.60,36.30,41.95,212.24,238.98,0.032,-0.06512
16:45:57,12/7/2024,FRI,45.60,36.30,41.95,212.26,238.93,0.032,-0.06500
16:45:57,12/7/2024,FRI,45.60,36.30,41.95,212.35,238.95,0.032,-0.06462
16:45:57,12/7/2024,FRI,45.60,36.30,41.95,212.46,238.95,0.032,-0.06413
16:45:58,12/7/2024,FRI,45.60,36.30,41.95,212.54,238.97,0.032,-0.06378
16:45:58,12/7/2024,FRI,45.50,36.30,41.91,212.46,238.77,0.032,-0.06395
16:45:58,12/7/2024,FRI,45.50,36.30,41.91,212.52,238.80,0.032,-0.06371
16:45:58,12/7/2024,FRI,45.50,36.30,41.91,212.50,238.85,0.032,-0.06385
16:45:59,12/7/2024,FRI,45.50,36.30,41.91,212.62,238.85,0.032,-0.06331
16:45:59,12/7/2024,FRI,45.50,36.30,41.91,212.56,238.87,0.032,-0.06357
16:45:59,12/7/2024,FRI,45.50,36.30,41.91,212.54,238.86,0.032,-0.06366
16:45:59,12/7/2024,FRI,45.50,36.30,41.91,212.49,238.84,0.032,-0.06389
16:46:0,12/7/2024,FRI,45.50,36.30,41.91,212.53,238.94,0.032,-0.06379
16:46:0,12/7/2024,FRI,45.50,36.30,41.91,212.47,238.95,0.032,-0.06409
16:46:0,12/7/2024,FRI,45.50,36.30,41.91,212.41,238.97,0.032,-0.06435
16:46:0,12/7/2024,FRI,45.50,36.30,41.91,212.41,239.04,0.032,-0.06441
16:46:1,12/7/2024,FRI,45.50,36.30,41.91,212.46,239.14,0.032,-0.06430
16:46:1,12/7/2024,FRI,45.50,36.30,41.91,212.42,239.12,0.032,-0.06449
16:46:1,12/7/2024,FRI,45.50,36.30,41.91,212.23,238.94,0.032,-0.06515
16:46:1,12/7/2024,FRI,45.50,36.30,41.91,212.23,238.89,0.032,-0.06509
16:46:2,12/7/2024,FRI,45.50,36.30,41.91,212.13,238.80,0.032,-0.06544
16:46:2,12/7/2024,FRI,45.60,36.40,42.19,212.18,238.85,0.032,-0.06527
16:46:2,12/7/2024,FRI,45.60,36.40,42.19,212.09,238.68,0.032,-0.06552
16:46:2,12/7/2024,FRI,45.60,36.40,42.19,212.11,238.66,0.032,-0.06540
16:46:3,12/7/2024,FRI,45.60,36.40,42.19,212.06,238.64,0.032,-0.06558
16:46:3,12/7/2024,FRI,45.60,36.40,42.19,211.96,238.58,0.032,-0.06599
16:46:3,12/7/2024,FRI,45.60,36.40,42.19,211.82,238.50,0.032,-0.06654
16:46:3,12/7/2024,FRI,45.60,36.40,42.19,211.84,238.47,0.032,-0.06643
16:46:4,12/7/2024,FRI,45.60,36.40,42.19,211.80,238.41,0.032,-0.06652
16:46:4,12/7/2024,FRI,45.50,36.40,42.14,211.78,238.46,0.032,-0.06668
16:46:4,12/7/2024,FRI,45.50,36.40,42.14,211.90,238.39,0.032,-0.06604
16:46:4,12/7/2024,FRI,45.50,36.40,42.14,211.88,238.42,0.032,-0.06618
16:46:5,12/7/2024,FRI,45.50,36.40,42.14,211.83,238.41,0.032,-0.06640
16:46:5,12/7/2024,FRI,45.50,36.40,42.14,211.76,238.41,0.032,-0.06668
16:46:5,12/7/2024,FRI,45.50,36.40,42.14,211.82,238.38,0.032,-0.06640
16:46:5,12/7/2024,FRI,45.50,36.40,42.14,211.89,238.36,0.032,-0.06606
16:46:6,12/7/2024,FRI,45.50,36.40,42.14,211.95,238.30,0.032,-0.06575
16:46:6,12/7/2024,FRI,45.50,36.30,41.91,212.01,238.36,0.032,-0.06554
16:46:6,12/7/2024,FRI,45.50,36.30,41.91,212.02,238.53,0.032,-0.06568
